华龙美晟	39.8694300287	116.411758313
新景家园东区	39.9007704948	116.433206964
兴隆都市馨园	39.9017497531	116.420509832
新奥洋房	39.8698060304	116.416418504
中海紫御公馆	37.4550360905	121.497601572
新景家园西区	39.9002680317	116.429255498
海晟名苑南区	39.9431958961	116.447940702
左安浦园	39.8797135225	116.444746437
天天家园	37.8942730681	112.586659201
广渠家园	39.8976291158	116.457211468
万国城MOMA	39.9541302175	116.445024613
国瑞城中区	39.9043159234	116.42935799
水上华城	39.8942275766	116.448477723
景泰西里西区	39.868914805	116.413836605
保利蔷薇	43.7665337676	125.438485508
远洋德邑	39.9010897102	116.452948924
悠胜美苑	39.8696847194	116.400459468
富莱茵花园	39.8671105043	116.414184397
官书院	37.4329518465	118.040472007
左安漪园	39.879678441	116.447167729
海运仓小区	39.9400660379	116.435252855
雍和家园一期	36.7319304018	119.123814305
和平里五区	39.9608475566	116.429237682
金世纪嘉园	23.7105986192	113.031418363
新怡家园	39.9043934486	116.421509253
冠城名敦道	39.8973687331	116.453812142
望陶园小区	39.8710462684	116.400423865
富贵园一区	39.9024347522	116.439834617
绿景苑	39.8944314823	116.444303048
金桥国际	39.9016081443	116.448512545
本家润园三期	31.9692842288	118.849565708
和平新城一期	39.9577885792	116.432707186
青年湖东里	39.9619787709	116.413317483
豆瓣胡同	39.9333075028	116.438473659
和平里七区	39.9657862502	116.426572707
法华南里	39.8922449018	116.434607671
西营房	39.9600392467	116.410224874
华冠丽景	39.9535926666	116.432200952
城市亮点	39.8744396717	116.408563407
建予园	39.8700679445	116.402054544
和平里六区	39.9619272213	116.431175185
小黄庄一区	39.9709163548	116.416640762
和平里二区	39.9640332463	116.429921882
幸福家园三期	39.8982232642	116.437574117
交道口东大街	39.9471974473	116.418246939
胡家园小区	39.9505550678	116.450835908
巷上嘉园	39.9573527035	116.406292441
安德路47号院	39.9599837764	116.409569312
民旺园	39.9583801649	116.435298452
富贵园三区	39.9009927343	116.43832515
和平里三区	39.9617753564	116.426412973
东花市北里中区	39.9053306182	116.440672262
朝阳门南小街	39.9231179545	116.433003684
金鱼池西区	39.895818199	116.413069287
东环居苑	39.904523705	116.452190791
本家润园一期	31.9692842288	118.849565708
上龙西里	39.9597803494	116.412007595
海晟名苑北区	39.9452860584	116.448057728
朝阳首府	39.9300480693	116.437361117
民安小区东直门内北小街	39.9490841518	116.436173494
新裕家园	39.8988632312	116.429777288
幸福家园二期	39.898759582	116.438426748
北京上舍	39.8981143585	116.442114921
华府景园	39.9672323671	116.412538019
定安里	39.8669116121	116.417314558
湖景苑	39.9620080706	116.404973705
富贵园二区	39.9019488678	116.437832429
地坛北里	39.9650466645	116.420858118
聚龙花园	39.9354284061	116.448576875
