首尔甜城一期	40.0034257115	116.480691932
天洋城	39.9491451647	116.808963039
星河皓月	37.874869021	113.611583454
纳丹堡	39.9791702126	116.779864157
福城上上城五期	39.9609185483	116.847381499
东贸国际	39.8098169631	116.740467187
潮白人家	39.9570841397	116.797862211
天洋城4代北区	39.9491451647	116.808963039
美林湾	37.8530046377	112.532338459
福城上上城三季	39.9609185483	116.847381499
潮白星光公馆	39.9587832797	116.798311434
燕京航城	39.9811008441	116.805551812
东方夏威夷南岸二期	29.5415146189	106.667178499
东方夏威夷	29.2955974963	120.062758259
东方夏威夷南岸一期	29.5415146189	106.667178499
首尔甜城二期	40.0034257115	116.480691932
福泽御园	39.9574466113	116.833201374
星河185	39.9564937215	116.891755548
首尔甜城MOBO公寓	40.0034257115	116.480691932
@北京	39.9299857781	116.395645038
东方夏威夷北岸	39.9702849813	116.786422936
夏威夷蓝湾	39.9137130728	116.832464957
青年新城	38.9036645449	115.495579551
中兴和园	23.5694426832	116.36208348
美林君渡	39.9972566892	116.784131684
九里香堤	39.9564937215	116.891755548
福城上上城二季	39.9609185483	116.847381499
福城上上城六期	39.9609185483	116.847381499
美林新东城	39.9805653729	116.774611108
嘉都	39.9564937215	116.891755548
金桥嘉苑	32.057199853	112.161947495
燕京新城	39.9755392477	116.784878722
汇福悦榕湾	39.9604592358	116.787912906
普罗旺斯	38.8738112091	115.498415034
港中旅·海泉湾	32.9803063718	118.79063413
北欧小镇	39.9610668408	116.822744243
风尚国际公寓	39.9477324889	116.818436115
忆江南	39.0677061392	117.222342901
天子庄园五期	32.8896240534	115.836895649
威毕欧溪谷	39.976840413	116.781436681
达观别墅	34.8241718833	113.703855904
圣得西区	39.9548926965	116.793090906
新锐时代	39.9510029267	116.849348766
雷捷时代广场	39.953602685	116.877205363
维多利亚	39.9489656847	116.820112468
华堂高尔夫	39.9564937215	116.891755548
东方一品城	39.9489087013	116.806874029
紫竹园A区	39.9683402711	116.819613843
欧逸丽庭一期	39.9495894429	116.792568196
福泽颐园	39.9467712283	116.832618791
夏威夷南岸玫瑰花园	29.5415146189	106.667178499
华泰靖湘园	39.9619613363	116.82843791
意华小区	39.9564937215	116.891755548
天子庄园二期	32.8896240534	115.836895649
湾仔城	39.9518416214	116.79436946
福成公寓B	39.9563981521	116.841095755
欧逸水岸	39.9513269091	116.791943636
世纪名苑	39.9423445802	116.401794838
黄金花园	39.9518182213	116.837315602
东方御景	39.952036477	116.802859043
天佑爱上岛	39.9564937215	116.891755548
百花家园	39.9556478107	116.816767146
星月云河	39.9727529819	116.821871487
天子庄园四期	32.8896240534	115.836895649
金玉源	39.5351536429	116.701580763
金谷美丽城	43.8517488717	126.584502181
天洋城4代南区	39.9491451647	116.808963039
燕灵小区	39.9514761539	116.805674732
福成公寓A	39.9563981521	116.841095755
香格里拉公寓	39.9488684511	116.812823025
鑫乐汇	39.9747493474	116.805844508
天子庄园三期	32.8896240534	115.836895649
鑫岭家园	39.9577700603	116.866678073
新坐标	39.8734990629	116.450713052
中燕小区	39.9652503743	116.812773098
紫竹园B区	39.9683749011	116.815340379
中骏四季花都	39.999863071	116.827883005
亿丰9号院	39.9676460787	116.779558804
燕宁小区	39.9569088115	116.826546799
文化大厦	39.9598092225	116.820368824
上上城理想新城	22.5954743985	114.132651367
橄榄谷	39.9584276599	116.821939299
税苑小区	38.0310735152	114.84555072
北蔡新村	39.9658426846	116.800138026
铁三局小区	37.8176428425	112.583617006
中核二三东院	39.9564937215	116.891755548
青年社区二期	39.9565581715	116.845030717
鼎盛家园二期	39.9547130288	116.839954834
祥馨日升小区	39.9584829201	116.831612968
富鼎中心公寓	39.9589296054	116.83310293
富地广场	36.0802565312	120.331186727
华冠小区	39.9513977385	116.824331787
45所2区	39.9564937215	116.891755548
育博苑	39.9572002219	116.80795524
燕园公寓	28.7634482794	115.844103063
中核二四小区	47.2233045653	123.625969057
南里小区	39.9574173947	116.822561103
圣得花园	39.9562700925	116.801762024
怡景苑	39.9596134456	116.815982319
鼎盛家园	38.7025140971	116.646091235
行宫花园	39.9541025478	116.819074635
中建二局南区	39.9560939169	116.822675223
东贸国际公寓	39.8098169631	116.740467187
道桥职工家属院	34.2425704562	117.073043413
雷捷小区	39.9524827129	116.834302479
阳光小区南区	39.9537391652	116.8282739
45所1区	39.9564937215	116.891755548
碧桂园时代城	39.9732733452	116.781061396
兴达公寓	39.9477713842	116.824175758
燕郊电子城小区	39.9486712904	116.809827672
海洋局北院	39.2529822176	117.81380354
银燕小区	39.9517660173	116.817147188
冶金天元	39.9421292274	116.846170317
ISOHO	39.9564937215	116.891755548
冶金西区	34.2818223897	108.873711518
天子庄园一期	32.8896240534	115.836895649
阳光小区北区	39.9537391652	116.8282739
黄金蓝湾	39.9781591549	116.784777422
中美公寓	39.9786381171	116.823184596
意华田园	39.9676037758	116.78762433
长安壹线	38.0768747958	114.592621554
首钢机械厂	39.9138748091	116.172297363
上上城理想新城二期	41.6981875987	123.442103356
金燕学院府	39.966692092	116.811625878
海洋中院	39.9550714647	119.575310659
中核二三西苑	39.9564937215	116.891755548
夏威夷水岸1号	39.96026797	116.790365689
凤凰国际	39.9481014228	116.81971085
海洋局南院	39.2529822176	117.81380354
燕潮家园	39.9531028672	116.79996573
信息大厦	39.9649987896	116.825467202
王各庄小区	40.0785298863	116.815648722
黄金SOHO	39.9564937215	116.891755548
莱蒙顺泽水榭花城	40.0359233944	116.832855547
